userId	movieId	rating	timestamp
1	2	4	1112486027
1	29	4	1112484676
1	32	4	1112484819
1	47	4	1112484727
1	50	4	1112484580
1	112	4	1094785740
1	151	4	1094785734
1	223	4	1112485573
1	253	4	1112484940
1	260	4	1112484826
1	293	4	1112484703
1	296	4	1112484767
1	318	4	1112484798
1	337	4	1094785709
1	367	4	1112485980
1	541	4	1112484603
1	589	4	1112485557
1	593	4	1112484661
1	653	3	1094785691
1	919	4	1094785621
1	924	4	1094785598
1	1009	4	1112486013
1	1036	4	1112485480
1	1079	4	1094785665
1	1080	4	1112485375
1	1089	4	1112484669
1	1090	4	1112485453
1	1097	4	1112485701
1	1136	4	1112484609
1	1193	4	1112484690
1	1196	5	1112484742
1	1198	5	1112484624
1	1200	4	1112484560
1	1201	3	1112484642
1	1208	4	1112484815
1	1214	4	1094785977
1	1215	4	1094786082
1	1217	4	1112484810
1	1219	4	1094785994
1	1222	4	1112484637
1	1240	4	1112485401
1	1243	3	1112485567
1	1246	4	1094785759
1	1249	4	1112485382
1	1258	4	1094785994
1	1259	4	1112485440
1	1261	4	1094786113
1	1262	4	1112484735
1	1266	4	1112485371
1	1278	4	1094785986
1	1291	4	1112485525
1	1304	3	1094785720
1	1321	4	1094786062
1	1333	4	1112484990
1	1348	4	1094786056
1	1350	4	1094786158
1	1358	4	1112485419
1	1370	3	1094785764
1	1374	4	1094785746
1	1387	4	1112484913
1	1525	3	1112486150
1	1584	4	1094785656
1	1750	4	1112486201
1	1848	4	1112486032
1	1920	4	1112486098
1	1967	4	1112485739
1	1994	4	1094786087
1	1997	4	1094786034
1	2021	4	1112485929
1	2100	4	1112485955
1	2118	4	1094786092
1	2138	4	1112485789
1	2140	4	1112485705
1	2143	4	1112485951
1	2173	4	1112485887
1	2174	4	1112485843
1	2193	4	1112485753
1	2194	4	1112485486
1	2253	4	1112486122
1	2288	4	1094786077
1	2291	4	1094785777
1	2542	4	1112485447
1	2628	4	1112485988
1	2644	4	1112484994
1	2648	4	1094786017
1	2664	4	1094786148
1	2683	4	1094785650
1	2692	4	1112484749
1	2716	4	1094786012
1	2761	3	1112484759
1	2762	4	1112485367
1	2804	4	1112485414
1	2872	4	1112485697
1	2918	4	1112485465
1	2944	4	1112485433
1	2947	4	1112485580
1	2959	4	1094785698
1	2968	4	1112485825
1	3000	4	1112484569
1	3030	3	1112484548
1	3037	4	1112485563
1	3081	4	1094786143
1	3153	4	1112485816
1	3265	4	1112484525
1	3438	4	1112486094
1	3476	4	1094786139
1	3479	4	1112485734
1	3489	4	1112486024
1	3499	4	1112484918
1	3889	4	1112486138
1	3932	3	1094786172
1	3996	4	1094785727
1	3997	4	1112486192
1	4011	4	1112485406
1	4027	4	1112485460
1	4105	4	1094786104
1	4128	4	1112484933
1	4133	3	1112486169
1	4226	4	1112484493
1	4306	4	1094785784
1	4446	4	1112485970
1	4467	4	1112485822
1	4571	4	1112485880
1	4720	4	1094786008
1	4754	4	1112484983
1	4878	4	1112484537
1	4896	4	1112485731
1	4911	4	1112485961
1	4915	3	1112486076
1	4941	4	1112486007
1	4980	4	1112486055
1	4993	5	1112484682
1	5026	4	1112485858
1	5039	4	1112485898
1	5040	3	1112486086
1	5146	4	1094786132
1	5171	4	1112486104
1	5540	4	1112485905
1	5679	4	1094786108
1	5797	4	1112485871
1	5816	4	1112485720
1	5898	4	1112486002
1	5952	5	1112484619
1	5999	4	1112486150
1	6093	4	1112485713
1	6242	4	1094786004
1	6333	4	1112485502
1	6502	4	1094786048
1	6539	4	1112485508
1	6754	4	1112485984
1	6755	4	1094786067
1	6774	4	1112485786
1	6807	4	1112484686
1	6834	4	1112486060
1	6888	3	1112486127
1	7001	4	1094786101
1	7045	4	1112485834
1	7046	4	1112485934
1	7153	5	1112484633
1	7164	4	1112485923
1	7247	4	1112485958
1	7387	4	1094786161
1	7389	4	1112486045
1	7438	4	1112484789
1	7449	4	1112486163
1	7454	4	1112486108
1	7482	3	1112484575
1	7757	4	1112485819
1	8368	4	1112485688
1	8482	4	1112485781
1	8507	5	1094786027
1	8636	5	1112485493
1	8690	4	1112484795
1	8961	4	1112485629
1	31696	4	1112485748
2	3	4	974820889
2	62	5	974820598
2	70	5	974820691
2	110	4	974820658
2	242	3	974820776
2	260	5	974821014
2	266	5	974820748
2	469	3	974820598
2	480	5	974820720
2	541	5	974821014
2	589	5	974820658
2	891	2	974820969
2	908	4	974820691
2	924	5	974821014
2	1121	3	974820598
2	1196	5	974821014
2	1210	5	974820598
2	1214	5	974821014
2	1249	5	974820691
2	1259	5	974820659
2	1270	5	974821014
2	1327	5	974820846
2	1356	5	974820598
2	1544	5	974820943
2	1580	4	974820748
2	1673	4	974820776
2	1748	5	974821014
2	1965	3	974820720
2	1969	2	974820969
2	1970	2	974820969
2	1971	2	974820943
2	1972	2	974820969
2	1973	3	974820916
2	1974	5	974820598
2	1986	2	974820969
2	2291	2	974820748
2	2454	4	974820916
2	2455	4	974820720
2	2791	2	974820659
2	2858	3	974820659
2	2948	5	974820659
2	2951	4	974820598
2	3150	4	974820720
2	3159	3	974820598
2	3173	4	974820869
2	3450	5	974820846
2	3513	5	974820659
2	3534	3	974820889
2	3555	4	974820748
2	3565	3	974820776
2	3703	4	974821014
2	3753	4	974820691
2	3917	4	974820720
2	3918	3	974820943
2	3923	4	974820943
2	3926	4	974820889
2	3927	5	974820748
2	3928	5	974820776
2	3930	5	974820943
2	3937	4	974820916
2	3959	5	974820659
3	1	4	944919407
3	24	3	945176048
3	32	4	944918047
3	50	5	944918018
3	160	3	945176048
3	173	2	945176099
3	175	5	944919133
3	196	3	945175939
3	223	5	944918444
3	260	5	944917742
3	316	5	945175870
3	318	5	944917766
3	329	5	945176021
3	337	3	944919366
3	440	3	944918500
3	442	3	945176005
3	457	5	944918215
3	480	5	945175820
3	490	5	944919041
3	512	2	945176005
3	541	5	944918047
3	589	4	944897108
3	593	5	944918215
3	610	4	944919671
3	718	3	944917267
3	780	3	945175820
3	788	4	945175750
3	858	5	944917267
3	904	5	944917450
3	905	3	944917494
3	919	4	944917558
3	924	5	944917812
3	953	5	944917912
3	968	3	945175658
3	1037	3	945175963
3	1060	5	944918310
3	1073	5	944918444
3	1077	4	944918167
3	1079	4	944917797
3	1084	5	944918103
3	1089	5	944917558
3	1094	4	944918878
3	1097	5	944918980
3	1103	4	944917945
3	1125	4	944918800
3	1127	3	945175784
3	1129	5	945175784
3	1179	3	944918103
3	1188	2	944897108
3	1193	4	944917420
3	1196	5	944917859
3	1197	5	944918215
3	1198	5	944917797
3	1199	4	944919671
3	1200	4	944918444
3	1206	5	944918047
3	1208	5	944917666
3	1210	5	944918856
3	1213	5	944917691
3	1214	5	944918856
3	1215	4	945175658
3	1219	4	944917371
3	1220	5	944919330
3	1221	5	944917294
3	1222	5	944918407
3	1225	3	944917494
3	1228	3	944917396
3	1230	5	944917348
3	1240	5	944919330
3	1242	5	944918378
3	1247	5	944917494
3	1257	5	944919310
3	1258	5	944918103
3	1259	5	944918292
3	1261	5	944918444
3	1266	5	944918631
3	1270	5	944919671
3	1272	4	944918124
3	1276	5	944917691
3	1278	5	944917980
3	1288	2	944917420
3	1304	5	944918215
3	1307	4	944918103
3	1321	5	944918821
3	1330	3	944919083
3	1333	4	944918718
3	1345	4	944918718
3	1356	5	945175870
3	1372	3	945175820
3	1373	4	945176072
3	1374	5	944919728
3	1375	5	945175939
3	1376	4	944919671
3	1396	3	945175702
3	1544	4	945176005
3	1584	4	945175784
3	1603	4	945175870
3	1653	4	945175730
3	1674	4	944918748
3	1676	5	945175784
3	1721	4	944897108
3	1762	4	945176072
3	1779	3	945175939
3	1810	3	944919366
3	1831	5	945176048
3	1876	4	945175963
3	1882	4	945176072
